address,price,options,price_m2
"Rua 1 Chacará 20, VICENTE PIRES, VICENTE PIRES",1.390.000,"['Venda Casa 350 m²', '4 Quartos', '2 Suítes', '4 Vagas']",3.971
"RODOVIA DF 140, JARDIM BOTANICO, BRASILIA",104.900,['Venda Lote/Terreno 367 m²'],285
"QI 19, SETOR INDUSTRIAL, TAGUATINGA",429.000,"['Venda Apartamento 63 m²', '2 Quartos', '1 Suíte', '1 Vaga']",6.809
"SHN Quadra 1, ASA NORTE, BRASILIA",270.000,['Venda Sala 34 m²'],7.941
"CSG 3, TAGUATINGA SUL, TAGUATINGA",490.000,"['Venda Apartamento 83 m²', '2 Quartos', '1 Suíte', '1 Vaga']",5.903
"Rua 1 Chacará 25/3, VICENTE PIRES, VICENTE PIRES",1.420.000,"['Venda Casa Condominio 360 m²', '4 Quartos', '4 Suítes', '4 Vagas']",3.944
"Quadra 6 Rua F, SETOR INDUSTRIAL, SOBRADINHO",1.300.000,['Venda Ponto Comercial 379 m²'],3.430
"Avenida das Castanheiras, NORTE, AGUAS CLARAS",1.211.000,['Venda Loja 111 m²'],10.905
"Condomínio Jardim Europa II, GRANDE COLORADO, SOBRADINHO",630.000,"['Venda Casa Condominio 355 m²', '5 Quartos', '2 Suítes', '2 Vagas']",1.774
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",1.250.000,"['Venda Casa Condominio 208 m²', '3 Quartos', '3 Suítes', '2 Vagas']",6.009
"SHTN Trecho 1, ASA NORTE, BRASILIA",800.000,"['Venda Apartamento 60 m²', '2 Quartos', '1 Suíte', '1 Vaga']",13.333
"SQNW 111 Bloco G, NOROESTE, BRASILIA",1.945.403,"['Venda Apartamento 152 m²', '4 Quartos', '4 Suítes', '3 Vagas']",12.746
"RODOVIA BR 0020 KM 2,6, REGIAO DOS LAGOS, SOBRADINHO",1.180.000,"['Venda Casa 380 m²', '4 Quartos', '3 Suítes', '4 Vagas']",3.105
"QS 112, SAMAMBAIA SUL, SAMAMBAIA",83.000,"['Venda Kitnet 26 m²', '1 Quarto', '1 Vaga']",3.192
"Rua 25, SUL, AGUAS CLARAS",300.000,"['Venda Apartamento 42 m²', '1 Quarto', '1 Vaga']",7.142
"SIG Quadra 4, SIG, BRASILIA",2.450.000,"['Venda Sala 285 m²', '2 Vagas']",8.596
"Agrícola Águas Claras Chacará 28, GUARA I, GUARA",799.000,"['Venda Casa Condominio 300 m²', '4 Quartos', '1 Suíte', '2 Vagas']",2.663
"Condomínio Vivendas Colorado, GRANDE COLORADO, SOBRADINHO",780.000,"['Venda Casa Condominio 254 m²', '3 Quartos', '2 Suítes', '2 Vagas']",3.070
"Área Especial 02 Módulo E, GUARA II, GUARA",518.400,"['Venda Apartamento 56 m²', '2 Quartos', '1 Suíte', '2 Vagas']",9.136
"CSG 3, TAGUATINGA SUL, TAGUATINGA",481.392,"['Venda Apartamento 120 m²', '1 Quarto', '1 Suíte', '1 Vaga']",4.011
"SHIS QI 15 Chacará S 33 A 40, LAGO SUL, BRASILIA",10.900.000,"['Venda Casa 1539 m²', '4 Quartos', '4 Suítes']",7.082
"SCIA Quadra 14 Conjunto 6, SCIA, SETOR INDUSTRIAL",5.496.000,"['Venda Ponto Comercial 1374 m²', '4 Vagas']",4.000
"SQS 316 Bloco I, ASA SUL, BRASILIA",2.200.000,"['Venda Apartamento 158 m²', '3 Quartos', '2 Suítes', '1 Vaga']",13.908
"Área Especial 02 Módulo E, GUARA II, GUARA",560.520,"['Venda Apartamento 60 m²', '2 Quartos', '1 Suíte', '2 Vagas']",9.320
"SQNW 310 Bloco F, NOROESTE, BRASILIA",1.250.000,"['Venda Apartamento 82 m²', '2 Quartos', '1 Suíte', '2 Vagas']",15.243
"Condomínio Ville Montagne, JARDIM BOTANICO, BRASILIA",700.000,"['Venda Casa Condominio 250 m²', '2 Quartos', '1 Suíte', '4 Vagas']",2.800
"Rua 31, NORTE, AGUAS CLARAS",1.100.000,"['Venda Apartamento 140 m²', '4 Quartos', '3 Suítes', '2 Vagas']",7.857
"SMPW Quadra 26, PARK WAY, BRASILIA",1.240.000,['Venda Lote/Terreno 2500 m²'],0
"MC 2, CONDOMÍNIO IMPÉRIO DOS NOBRES, SOBRADINHO",140.000,"['Venda Rural 0,33 ha', '2 Quartos']",42
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",395.000,['Venda Lote/Terreno 504 m²'],783
"SQN 310, ASA NORTE, BRASILIA",5.200.000,"['Venda Apartamento 400 m²', '4 Quartos', '3 Suítes', '2 Vagas']",13.000
"Rua 1, VICENTE PIRES, VICENTE PIRES",1.040.000,"['Venda Casa Condominio 290 m²', '3 Quartos', '3 Suítes', '2 Vagas']",3.586
"Rua 5, NORTE, AGUAS CLARAS",426.900,"['Venda Apartamento 70 m²', '3 Quartos', '1 Suíte', '1 Vaga']",6.098
"QC 6 Conjunto 9, RIACHO FUNDO II, RIACHO FUNDO",400.000,"['Venda Casa 200 m²', '3 Quartos', '1 Suíte', '2 Vagas']",2.000
"CA 05, LAGO NORTE, BRASILIA",395.000,"['Venda Apartamento 48 m²', '2 Quartos', '1 Suíte']",8.229
"QS 402 Conjunto A, SAMAMBAIA NORTE, SAMAMBAIA",240.000,"['Venda Apartamento 60 m²', '3 Quartos', '1 Suíte', '1 Vaga']",4.000
"Ponte Alta de Cima, SETOR OESTE, GAMA",170.000,['Venda Lote/Terreno 400 m²'],425
"Rua 12 Chacará 322, VICENTE PIRES, VICENTE PIRES",1.200.000,"['Venda Casa Condominio 260 m²', '3 Quartos', '1 Suíte', '4 Vagas']",4.615
"CA 02, LAGO NORTE, BRASILIA",361.670,"['Venda Apartamento 31 m²', '1 Quarto', '1 Vaga']",11.666
"Condomínio Vivendas Colorado, GRANDE COLORADO, SOBRADINHO",1.499.000,"['Venda Casa Condominio 450 m²', '5 Quartos', '5 Suítes', '4 Vagas']",3.331
"Rua 8, VICENTE PIRES, VICENTE PIRES",1.350.000,"['Venda Casa 370 m²', '4 Quartos', '4 Suítes', '2 Vagas']",3.648
"Rua 5, SUL, AGUAS CLARAS",449.000,"['Venda Apartamento 52 m²', '1 Quarto', '2 Suítes', '1 Vaga']",8.634
"SGCV Lote 10, PARK SUL, BRASILIA",363.586,"['Venda Apartamento 32 m²', '1 Quarto', '1 Vaga']",11.362
"SMDB Conjunto 7, LAGO SUL, BRASILIA",4.500.000,"['Venda Casa 908 m²', '6 Quartos', '6 Suítes', '7 Vagas']",4.955
"Agrícola Águas Claras Chacará 30, GUARA I, GUARA",1.289.000,"['Venda Casa 750 m²', '6 Quartos', '4 Suítes', '11 Vagas']",1.718
"Condomínio Ville Montagne, JARDIM BOTANICO, BRASILIA",1.520.000,"['Venda Casa 350 m²', '4 Quartos', '4 Suítes', '4 Vagas']",4.342
"Quadra 3, SETOR INDUSTRIAL, GAMA",1.100.000,['Venda Lote/Terreno 1500 m²'],733
"Condomínio Residencial Mansões Itaipu, JARDIM BOTANICO, BRASILIA",1.920.000,"['Venda Casa 400 m²', '4 Quartos', '4 Suítes', '3 Vagas']",4.800
"AR 19 Conjunto 04, SETOR OESTE, SOBRADINHO",280.000,"['Venda Casa 185 m²', '3 Quartos', '1 Suíte', '4 Vagas']",1.513
"Rua 10, VICENTE PIRES, VICENTE PIRES",900.000,"['Venda Casa Condominio 250 m²', '3 Quartos', '3 Suítes', '8 Vagas']",3.600
"SGAS 610, ASA SUL, BRASILIA",350.000,"['Venda Sala 29 m²', '1 Vaga']",11.832
"QR 4, CANDANGOLANDIA, CANDANGOLANDIA",928.000,"['Venda Casa 360 m²', '4 Quartos', '3 Suítes', '4 Vagas']",2.577
"SQSW 500, SUDOESTE, BRASILIA",7.656.000,"['Venda Apartamento 548 m²', '4 Quartos', '4 Suítes', '6 Vagas']",13.970
"SQNW 102 Bloco E, NOROESTE, BRASILIA",3.842.949,"['Venda Apartamento 262 m²', '3 Quartos', '1 Suíte', '3 Vagas']",14.633
"Rua 1, VICENTE PIRES, VICENTE PIRES",1.200.000,"['Venda Casa Condominio 200 m²', '3 Quartos', '1 Suíte', '4 Vagas']",6.000
"EQNN 24/26 Bloco C, CEILANDIA SUL, CEILANDIA",1.299.000,"['Venda Galpão 800 m²', '14 Vagas']",1.623
"SHIS QI 26 Conjunto 1, LAGO SUL, BRASILIA",6.200.000,"['Venda Casa 1200 m²', '6 Quartos', '6 Suítes', '10 Vagas']",5.166
"SHCGN 709 Bloco H, ASA NORTE, BRASILIA",749.500,"['Venda Apartamento 91 m²', '3 Quartos', '1 Suíte']",8.236
"SMPW Quadra 18 Conjunto 2, PARK WAY, BRASILIA",2.100.000,"['Venda Casa 373 m²', '4 Quartos', '2 Suítes', '4 Vagas']",5.628
"Quadra 101 Conjunto 3, SAMAMBAIA SUL, SAMAMBAIA",340.000,"['Venda Apartamento 67 m²', '3 Quartos', '1 Suíte', '1 Vaga']",5.048
"QR 303, SAMAMBAIA SUL, SAMAMBAIA",208.000,"['Venda Apartamento 52 m²', '2 Quartos', '1 Suíte', '1 Vaga']",4.000
"RODOVIA DF 0250 KM 2,5, REGIAO DOS LAGOS, SOBRADINHO",550.000,"['Venda Casa Condominio 180 m²', '3 Quartos', '1 Suíte', '3 Vagas']",3.055
"QE 17 Conjunto J, GUARA II, GUARA",1.100.000,"['Venda Casa 300 m²', '4 Quartos', '2 Suítes', '3 Vagas']",3.666
"Rua DAS CARNAUBAS, NORTE, AGUAS CLARAS",496.068,"['Venda Apartamento 67 m²', '2 Quartos', '1 Suíte', '2 Vagas']",7.342
"SHIS QL 2, LAGO SUL, BRASILIA",3.970.000,"['Venda Casa 965 m²', '6 Quartos', '3 Suítes', '20 Vagas']",4.113
"SHIS QL 12, LAGO SUL, BRASILIA",7.920.000,"['Venda Casa 600 m²', '5 Quartos', '5 Suítes', '6 Vagas']",13.200
"Condomínio Resid Maxximo Garden, JARDIM BOTANICO, BRASILIA",1.202.500,"['Venda Casa 250 m²', '4 Quartos', '4 Suítes', '2 Vagas']",4.810
"SQN 202 Bloco A, ASA NORTE, BRASILIA",1.550.000,"['Venda Apartamento 160 m²', '3 Quartos', '1 Suíte', '1 Vaga']",9.687
"Rua 24, NORTE, AGUAS CLARAS",965.000,"['Venda Apartamento 175 m²', '4 Quartos', '2 Suítes']",5.514
"Rua 10, VICENTE PIRES, VICENTE PIRES",1.280.000,"['Venda Casa Condominio 260 m²', '3 Quartos', '3 Suítes', '4 Vagas']",4.923
"SGCV, PARK SUL, BRASILIA",595.680,"['Venda Apartamento 60 m²', '1 Quarto', '1 Suíte', '2 Vagas']",9.834
"Rua DAS PAINEIRAS, NORTE, AGUAS CLARAS",760.000,"['Venda Apartamento 106 m²', '4 Quartos', '1 Suíte', '1 Vaga']",7.169
"Alameda Beija flores, SETOR TORORO, BRASILIA",1.162.500,"['Venda Casa 250 m²', '3 Quartos', '3 Suítes', '2 Vagas']",4.650
"Avenida das Araucárias, SUL, AGUAS CLARAS",987.212,"['Venda Apartamento 128 m²', '4 Quartos', '1 Suíte', '2 Vagas']",7.712
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",1.050.000,"['Venda Casa Condominio 201 m²', '3 Quartos', '3 Suítes', '2 Vagas']",5.223
"Condomínio Prive Morada Sul Etapa C, JARDIM BOTANICO, BRASILIA",680.000,['Venda Lote/Terreno 810 m²'],839
"SQNW 102 Bloco E, NOROESTE, BRASILIA",1.940.000,"['Venda Apartamento 134 m²', '3 Quartos', '3 Suítes', '2 Vagas']",14.477
"Rua 12, NORTE, AGUAS CLARAS",750.000,"['Venda Apartamento 95 m²', '3 Quartos', '2 Suítes', '1 Vaga']",7.894
"QNL 1 Bloco A, TAGUATINGA NORTE, TAGUATINGA",195.000,"['Venda Apartamento 65 m²', '2 Quartos', '1 Vaga']",3.000
"Rua 1, VILA PLANALTO, BRASILIA",3.600.000,"['Venda Casa 1000 m²', '8 Quartos', '4 Suítes', '8 Vagas']",3.600
"SQN 316 Bloco D, ASA NORTE, BRASILIA",650.000,"['Venda Apartamento 63 m²', '2 Quartos', '1 Vaga']",10.317
"CL 316 Bloco G, SANTA MARIA, SANTA MARIA",6.000.000,['Venda Lote/Terreno 1980 m²'],3.030
"SHIS QI 5 Chacará s 86 a 91, LAGO SUL, BRASILIA",33.000.000,['Venda Lote/Terreno 10800 m²'],3.055
"SRES Quadra 6 Bloco N, VELHO, CRUZEIRO",1.150.000,"['Venda Casa 340 m²', '5 Quartos', '4 Suítes', '4 Vagas']",3.382
"Chacará 44, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",720.000,"['Venda Casa 280 m²', '3 Quartos', '1 Suíte', '4 Vagas']",2.571
"Area Especial 04 Lotes E F, GUARA II, GUARA",549.423,"['Venda Apartamento 60 m²', '2 Quartos', '1 Suíte', '2 Vagas']",9.135
"SQNW 310 Bloco E, NOROESTE, BRASILIA",1.210.510,"['Venda Apartamento 105 m²', '3 Quartos', '1 Suíte', '2 Vagas']",11.528
"Quadra 2 Conjunto A 1 Bloco A, SOBRADINHO, SOBRADINHO",180.000,"['Venda Apartamento 33 m²', '1 Quarto', '1 Suíte', '1 Vaga']",5.454
"Condomínio Mansões Colorado, GRANDE COLORADO, SOBRADINHO",1.300.000,"['Venda Casa Condominio 400 m²', '4 Quartos', '3 Suítes', '2 Vagas']",3.250
"SQSW 305 BLOCO F, SUDOESTE, BRASILIA",3.590.000,"['Venda Apartamento 306 m²', '4 Quartos', '4 Suítes', '4 Vagas']",11.732
"QNM 36, TAGUATINGA NORTE, TAGUATINGA",490.000,"['Venda Casa 218 m²', '4 Quartos', '1 Suíte']",2.247
"QR 410 Conjunto 13, SAMAMBAIA NORTE, SAMAMBAIA",425.000,"['Venda Casa 75 m²', '3 Quartos', '1 Suíte']",5.666
"Residencial 1 Quadra A, ALPHAVILLE BRASILIA, ALPHAVILLE",830.000,"['Venda Casa 200 m²', '3 Quartos', '3 Suítes', '2 Vagas']",4.150
"Alameda dos Eucaliptos Quadra 107, NORTE, AGUAS CLARAS",670.000,"['Venda Apartamento 123 m²', '3 Quartos', '1 Suíte', '2 Vagas']",5.447
"SHIN QI 1 Conjunto 3, LAGO NORTE, BRASILIA",2.250.000,"['Venda Casa 536 m²', '4 Quartos', '3 Suítes', '4 Vagas']",4.197
"Condomínio Ouro Vermelho I, JARDIM BOTANICO, BRASILIA",1.100.000,"['Venda Casa Condominio 432 m²', '4 Quartos', '2 Suítes', '5 Vagas']",2.546
"SMPW Quadra 17 Conjunto 12, PARK WAY, BRASILIA",1.890.000,"['Venda Casa Condominio 403 m²', '4 Quartos', '2 Suítes', '4 Vagas']",4.689
"RODOVIA DF 0150 KM 05, SETOR HABITACIONAL CONTAGEM, SOBRADINHO",535.000,"['Venda Casa Condominio 187 m²', '3 Quartos', '1 Suíte', '1 Vaga']",2.853
"SHS Quadra 6, ASA SUL, BRASILIA",350.000,"['Venda Hotel Flat 32 m²', '1 Quarto', '1 Suíte', '1 Vaga']",10.937
"Rua 12, VICENTE PIRES, VICENTE PIRES",1.500.000,"['Venda Casa Condominio 280 m²', '4 Quartos', '4 Suítes', '4 Vagas']",5.357
"Quadra 11 Conjunto C, JARDIM BOTANICO, BRASILIA",1.990.000,"['Venda Casa 480 m²', '4 Quartos', '4 Suítes', '4 Vagas']",4.145
"Quadra 2, SETOR LESTE, GAMA",3.000.000,['Venda Lote/Terreno 3000 m²'],1.000
"Avenida Parque Águas Claras, NORTE, AGUAS CLARAS",690.000,"['Venda Apartamento 103 m²', '3 Quartos', '1 Suíte', '1 Vaga']",6.699
"Condomínio Solar de Brasília, JARDIM BOTANICO, BRASILIA",1.790.000,"['Venda Casa Condominio 400 m²', '4 Quartos', '2 Suítes', '4 Vagas']",4.475
"SHA Conjunto 4 Chacará 14, ARNIQUEIRAS, AGUAS CLARAS",1.245.000,"['Venda Casa Condominio 460 m²', '4 Quartos', '2 Suítes', '5 Vagas']",2.706
"QSC 19 Chacará 26 Conjunto C, TAGUATINGA SUL, TAGUATINGA",245.000,"['Venda Casa 130 m²', '3 Quartos', '2 Vagas']",1.884
"CSA 2, TAGUATINGA SUL, TAGUATINGA",670.000,"['Venda Apartamento 147 m²', '4 Quartos', '1 Suíte']",4.557
"QI 25, GUARA II, GUARA",430.000,"['Venda Apartamento 78 m²', '3 Quartos', '1 Suíte', '1 Vaga']",5.512
"SHIGS 709 Bloco R, ASA SUL, BRASILIA",2.400.000,"['Venda Casa 460 m²', '7 Quartos', '6 Suítes', '4 Vagas']",5.217
"QR 431, SAMAMBAIA NORTE, SAMAMBAIA",120.000,"['Venda Casa 112 m²', '3 Quartos', '2 Vagas']",1.071
"SQNW 306 Bloco H, NOROESTE, BRASILIA",2.591.590,"['Venda Apartamento 194 m²', '4 Quartos', '4 Suítes', '4 Vagas']",13.301
"Rua BURITI, NORTE, AGUAS CLARAS",630.000,"['Venda Apartamento 87 m²', '3 Quartos', '1 Suíte', '2 Vagas']",7.241
"SMDB Conjunto 3, LAGO SUL, BRASILIA",7.800.000,"['Venda Casa 770 m²', '4 Quartos', '4 Suítes', '4 Vagas']",10.129
"SHTN Trecho 1, ASA NORTE, BRASILIA",360.000,"['Venda Hotel Flat 38 m²', '1 Quarto', '1 Vaga']",9.473
"Condomínio Estancia Jardim Botânico, JARDIM BOTANICO, BRASILIA",1.700.000,"['Venda Casa Condominio 580 m²', '4 Quartos', '3 Suítes', '3 Vagas']",2.931
"SMPW Quadra 8 Conjunto 2, PARK WAY, BRASILIA",1.200.000,['Venda Lote/Terreno 2000 m²'],600
"CCSW 3, SUDOESTE, BRASILIA",700.000,"['Venda Apartamento 68 m²', '2 Quartos', '1 Suíte', '1 Vaga']",10.294
"SHCGN 710, ASA NORTE, BRASILIA",1.380.000,"['Venda Casa 220 m²', '3 Quartos', '1 Suíte', '3 Vagas']",6.272
"QMSW 5, SUDOESTE, BRASILIA",300.000,"['Venda Kitnet 28 m²', '1 Quarto']",10.714
"Condomínio Jardim Europa I, GRANDE COLORADO, SOBRADINHO",780.000,"['Venda Casa Condominio 180 m²', '3 Quartos', '1 Suíte', '2 Vagas']",4.333
"Rua 25, NORTE, AGUAS CLARAS",801.510,"['Venda Apartamento 101 m²', '3 Quartos', '1 Suíte', '2 Vagas']",7.916
"SQS 103 Bloco F, ASA SUL, BRASILIA",510.000,"['Venda Apartamento 38 m²', '1 Quarto', '1 Suíte']",13.421
"SQNW 111, NOROESTE, BRASILIA",1.945.403,"['Venda Apartamento 152 m²', '4 Quartos', '4 Suítes', '3 Vagas']",12.746
"SHIS QL 26, LAGO SUL, BRASILIA",3.050.000,"['Venda Casa 400 m²', '4 Quartos', '4 Suítes', '4 Vagas']",7.625
"SGCV Lote 11, PARK SUL, BRASILIA",260.000,"['Venda Kitnet 26 m²', '1 Quarto', '1 Suíte', '1 Vaga']",10.000
"SHTN Trecho 1, ASA NORTE, BRASILIA",1.350.000,"['Venda Apartamento 96 m²', '2 Quartos', '1 Suíte', '1 Vaga']",14.062
"SQNW 102, NOROESTE, BRASILIA",5.000.000,"['Venda Apartamento 220 m²', '2 Quartos', '2 Suítes', '4 Vagas']",22.727
"QNA 8, TAGUATINGA NORTE, TAGUATINGA",1.150.000,"['Venda Casa 300 m²', '4 Quartos', '2 Suítes', '2 Vagas']",3.833
"SHIS QI 7, LAGO SUL, BRASILIA",7.600.000,"['Venda Casa 707 m²', '5 Quartos', '5 Suítes', '6 Vagas']",10.749
"SQS 312 Bloco J, ASA SUL, BRASILIA",740.000,"['Venda Apartamento 65 m²', '2 Quartos', '1 Suíte']",11.384
"Rua 13, NORTE, AGUAS CLARAS",485.000,"['Venda Apartamento 54 m²', '2 Quartos', '1 Suíte', '1 Vaga']",8.981
"Rua 24, NORTE, AGUAS CLARAS",3.300.000,"['Venda Apartamento 414 m²', '6 Quartos', '5 Suítes', '3 Vagas']",7.971
"Quadra 2 Conjunto D 15, SOBRADINHO, SOBRADINHO",255.000,"['Venda Apartamento 55 m²', '2 Quartos']",4.636
"SQSW 500 Bloco I, SUDOESTE, BRASILIA",2.810.165,"['Venda Apartamento 184 m²', '4 Quartos', '4 Suítes', '3 Vagas']",15.228
"Condomínio Ouro Vermelho II, JARDIM BOTANICO, BRASILIA",1.450.000,"['Venda Casa Condominio 1200 m²', '4 Quartos', '4 Suítes', '6 Vagas']",1.208
"QR 502 Conjunto 20, SAMAMBAIA SUL, SAMAMBAIA",240.000,"['Venda Casa 95 m²', '3 Quartos', '1 Vaga']",2.526
"SQNW 104 Bloco A, NOROESTE, BRASILIA",1.992.870,"['Venda Apartamento 182 m²', '2 Quartos', '1 Suíte', '2 Vagas']",10.919
"Rua DAS CARNAUBAS, NORTE, AGUAS CLARAS",496.753,"['Venda Apartamento 67 m²', '2 Quartos', '1 Suíte', '2 Vagas']",7.352
"SQNW 309 Bloco I, NOROESTE, BRASILIA",1.200.000,"['Venda Apartamento 101 m²', '3 Quartos', '1 Suíte', '1 Vaga']",11.881
"QN 321 Conjunto E, SAMAMBAIA SUL, SAMAMBAIA",189.990,"['Venda Apartamento 59 m²', '2 Quartos', '1 Suíte', '1 Vaga']",3.220
"Condomínio Residencial Mansões Itaipu, JARDIM BOTANICO, BRASILIA",3.100.000,"['Venda Casa Condominio 630 m²', '4 Quartos', '4 Suítes', '4 Vagas']",4.920
"Chacará 130, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",739.000,"['Venda Casa 750 m²', '4 Quartos', '1 Suíte', '5 Vagas']",985
"Habitaccional Vicente Pires, VICENTE PIRES, VICENTE PIRES",1.200.000,"['Venda Casa Condominio 350 m²', '3 Quartos', '3 Suítes', '4 Vagas']",3.428
"Chacará 65A, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",850.000,"['Venda Casa 1000 m²', '5 Quartos', '5 Suítes', '4 Vagas']",850
"QI 1 Conjunto D, GUARA I, GUARA",850.000,"['Venda Casa 275 m²', '4 Quartos', '2 Suítes', '3 Vagas']",3.090
"SMPW Quadra 5, PARK WAY, BRASILIA",6.500.000,"['Venda Casa Condominio 860 m²', '5 Quartos', '5 Suítes', '4 Vagas']",7.558
"SQNW 110 Bloco E, NOROESTE, BRASILIA",2.190.000,"['Venda Apartamento 154 m²', '4 Quartos', '4 Suítes', '4 Vagas']",14.220
"Praça Central, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",220.000,"['Venda Apartamento 45 m²', '2 Quartos']",4.888
"SHA Conjunto 5 Chacará 27, ARNIQUEIRAS, AGUAS CLARAS",570.000,"['Venda Casa Condominio 200 m²', '3 Quartos', '1 Suíte', '4 Vagas']",2.850
"QS 3, AREAL, AGUAS CLARAS",290.000,"['Venda Sala 42 m²', '1 Vaga']",6.904
"SHDB QL 32 Conjunto 20, LAGO SUL, BRASILIA",1.950.000,"['Venda Casa 782 m²', '5 Quartos', '5 Suítes', '3 Vagas']",2.493
"SGCV Lote 10, PARK SUL, BRASILIA",798.479,"['Venda Apartamento 75 m²', '1 Quarto', '1 Suíte', '2 Vagas']",10.574
"SQNW 310 Bloco F, NOROESTE, BRASILIA",1.150.000,"['Venda Apartamento 84 m²', '2 Quartos', '1 Suíte', '2 Vagas']",13.690
"SHIN QI 13, LAGO NORTE, BRASILIA",2.800.000,"['Venda Casa 737 m²', '4 Quartos', '4 Suítes', '3 Vagas']",3.799
"SDN Lote Único, ASA NORTE, BRASILIA",260.000,['Venda Sala 35 m²'],7.428
"QR 313 Conjunto 4, SAMAMBAIA SUL, SAMAMBAIA",345.000,"['Venda Casa 6044444 m²', '3 Quartos', '1 Suíte', '2 Vagas']",0
"CLN 209 Bloco C, ASA NORTE, BRASILIA",379.000,"['Venda Kitnet 49 m²', '2 Quartos']",7.734
"CCSW 4, SUDOESTE, BRASILIA",410.000,"['Venda Apartamento 35 m²', '1 Quarto', '1 Vaga']",11.714
"Rua 6 Chacará 272, VICENTE PIRES, VICENTE PIRES",1.150.000,"['Venda Casa Condominio 400 m²', '5 Quartos', '3 Suítes', '4 Vagas']",2.875
"Avenida das Araucárias, SUL, AGUAS CLARAS",480.000,"['Venda Apartamento 60 m²', '2 Quartos', '1 Suíte', '1 Vaga']",8.000
"Ponte Alta Norte, SETOR OESTE, GAMA",500.000,"['Venda Rural 0,02 ha', '4 Quartos', '3 Suítes']",2.083
"SCLRN 708, ASA NORTE, BRASILIA",720.000,"['Venda Ponto Comercial 200 m²', '50 Vagas']",3.600
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",420.000,['Venda Lote/Terreno 504 m²'],833
"SQNW 108 Bloco J, NOROESTE, BRASILIA",1.780.000,"['Venda Apartamento 156 m²', '2 Quartos', '1 Suíte', '3 Vagas']",11.410
"Quadra 210, SUL, AGUAS CLARAS",1.090.000,"['Venda Apartamento 125 m²', '3 Quartos', '3 Suítes', '2 Vagas']",8.720
"QS 501, SAMAMBAIA SUL, SAMAMBAIA",230.000,"['Venda Apartamento 61 m²', '2 Quartos', '1 Suíte', '1 Vaga']",3.752
"RODOVIA DF 0425 KM 1,5, SETOR HABITACIONAL CONTAGEM, SOBRADINHO",150.000,"['Venda Apartamento 50 m²', '2 Quartos', '1 Suíte']",3.000
"SMDB Conjunto 25, LAGO SUL, BRASILIA",1.900.000,['Venda Lote/Terreno 1850 m²'],1.027
"SHIS QL 6, LAGO SUL, BRASILIA",6.500.000,"['Venda Casa 800 m²', '4 Quartos', '4 Suítes', '10 Vagas']",8.125
"Quadra 1 Conjunto F, SETOR NORTE, GAMA",300.000,"['Venda Casa 295 m²', '5 Quartos', '3 Vagas']",1.016
"CLN 410, ASA NORTE, BRASILIA",119.000,"['Venda Kitnet 17 m²', '1 Quarto']",7.000
"SQNW 104 Bloco A, NOROESTE, BRASILIA",1.111.000,"['Venda Apartamento 86 m²', '2 Quartos', '1 Suíte', '1 Vaga']",12.784
"SETOR HOTELEIRO, TAGUATINGA CENTRO, TAGUATINGA",140.000,"['Venda Hotel Flat 36 m²', '1 Quarto', '1 Vaga']",3.888
"SGCV Lote 24, PARK SUL, BRASILIA",2.550.000,"['Venda Apartamento 202 m²', '4 Quartos', '4 Suítes', '3 Vagas']",12.623
"QE 28 Conjunto M, GUARA II, GUARA",980.000,"['Venda Casa 360 m²', '4 Quartos', '3 Suítes', '3 Vagas']",2.722
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",1.100.000,"['Venda Casa Condominio 201 m²', '3 Quartos', '3 Suítes', '2 Vagas']",5.472
"RURAL, ZONA RURAL, BRAZLANDIA",1.200.000,"['Venda Rural 17,70 ha', '3 Quartos', '5 Vagas']",6
"CSG 3, TAGUATINGA SUL, TAGUATINGA",232.000,"['Venda Apartamento 47 m²', '1 Quarto', '1 Suíte', '1 Vaga']",4.863
"QN 01 Bloco 01, RIACHO FUNDO, RIACHO FUNDO",259.500,"['Venda Apartamento 68 m²', '2 Quartos', '1 Suíte', '1 Vaga']",3.775
"AR 13, SETOR OESTE, SOBRADINHO",300.000,"['Venda Casa 140 m²', '5 Quartos', '1 Suíte', '2 Vagas']",2.142
"Quadra 7, SOBRADINHO, SOBRADINHO",380.000,"['Venda Apartamento 93 m²', '3 Quartos', '1 Suíte']",4.086
"SHA Conjunto 4, ARNIQUEIRAS, AGUAS CLARAS",1.500.000,"['Venda Casa 300 m²', '4 Quartos', '4 Suítes', '4 Vagas']",5.000
"CA 02, LAGO NORTE, BRASILIA",210.000,"['Venda Kitnet 28 m²', '1 Quarto']",7.500
"RODOVIA BR 0020 KM 12,5, ALTO DA BOA VISTA, SOBRADINHO",270.000,['Venda Lote/Terreno 250 m²'],1.080
