Cidade,Bairro,Preco,M²,Tipo,Quarto,Vaga,Suíte
brasilia,lago-sul,5.200.000,956,Casa,9,2,6
brasilia,lago-sul,3.562.500,350,Casa,4,6,4
brasilia,lago-sul,3.887.500,450,Casa,4,4,4
brasilia,lago-sul,3.850.000,438,Casa,4,4,4
brasilia,lago-sul,5.200.000,750,Casa,5,8,5
brasilia,lago-sul,3.600.000,800,Casa,5,6,5
brasilia,lago-sul,1.800.000,300,Casa,4,4,1
brasilia,lago-sul,8.000.000,1103,Casa,5,10,5
brasilia,lago-sul,4.535.000,500,Casa,5,6,5
brasilia,lago-sul,13.000.000,1300,Casa,6,12,6
brasilia,lago-sul,2.662.500,350,Casa,4,4,4
brasilia,lago-sul,3.700.000,510,Casa,9,6,
brasilia,lago-sul,9.395.000,820,Casa,5,6,5
brasilia,lago-sul,6.900.000,840,Casa,5,5,5
brasilia,lago-sul,2.260.000,2700,Lote/Terreno,,,
brasilia,lago-sul,4.200.000,1279,Casa,6,7,5
brasilia,lago-sul,5.200.000,800,Casa,5,8,5
brasilia,lago-sul,2.445.000,300,Casa,4,4,4
brasilia,lago-sul,3.600.000,700,Casa,7,4,6
brasilia,lago-sul,13.000.000,1100,Casa,5,30,5
brasilia,lago-sul,6.000.000,833,Lote/Terreno,,,
brasilia,lago-sul,7.500.000,1000,Casa,4,4,4
brasilia,lago-sul,13.000.000,2500,Casa,5,,5
brasilia,lago-sul,10.000.000,1500,Casa,5,4,5
brasilia,lago-sul,5.400.000,627,Casa,6,8,6
brasilia,lago-sul,1.480.000,500,Casa,4,4,2
brasilia,lago-sul,6.500.000,1600,Casa,4,4,4
brasilia,lago-sul,2.700.000,1313,Lote/Terreno,,,
brasilia,lago-sul,3.200.000,568,Casa,5,13,5
brasilia,lago-sul,3.950.000,670,Casa,4,3,2
brasilia,lago-sul,4.800.000,480,Casa,5,4,4
brasilia,lago-sul,3.380.000,468,Casa,4,3,4
brasilia,lago-sul,238.000,26,Sala,,,
brasilia,lago-sul,1.799.000,434,Casa,4,6,3
brasilia,lago-sul,13.000.000,1300,Casa,6,12,6
brasilia,lago-sul,2.400.000,800,Casa,4,4,2
brasilia,lago-sul,2.800.000,580,Casa,4,5,3
brasilia,lago-sul,4.790.000,1000,Casa,5,,5
brasilia,lago-sul,4.980.000,1200,Casa,7,40,4
brasilia,lago-sul,3.800.000,500,Casa,4,4,4
brasilia,lago-sul,3.800.000,650,Casa,4,12,4
brasilia,lago-sul,7.500.000,780,Casa,4,4,4
brasilia,lago-sul,3.700.000,464,Casa,5,,2
brasilia,lago-sul,2.630.000,1313,Lote/Terreno,,,
brasilia,lago-sul,2.243.750,275,Casa,4,6,4
brasilia,lago-sul,2.999.999,660,Casa,6,4,5
brasilia,lago-sul,9.800.000,2100,Casa,5,6,5
brasilia,lago-sul,6.500.000,800,Casa,4,10,4
brasilia,lago-sul,5.075.000,600,Casa,5,6,5
brasilia,lago-sul,3.081.250,375,Casa,4,6,4
brasilia,lago-sul,3.500.000,400,Casa,4,2,2
brasilia,lago-sul,5.000.000,760,Casa,7,2,4
brasilia,lago-sul,7.920.000,600,Casa,5,6,5
brasilia,lago-sul,4.845.000,686,Casa,5,4,5
brasilia,lago-sul,3.280.000,468,Casa,4,4,4
brasilia,lago-sul,2.325.000,300,Casa,4,4,4
brasilia,lago-sul,6.500.000,800,Casa,4,10,4
brasilia,lago-sul,5.300.000,833,Lote/Terreno,,,
brasilia,lago-sul,14.000.000,2032,Casa,6,15,6
brasilia,lago-sul,0,2040,Lote/Terreno,,,
brasilia,lago-sul,8.500.000,910,Casa,6,5,4
brasilia,lago-sul,3.912.500,350,Casa,4,4,4
brasilia,lago-sul,9.999.000,20000,Casa,5,10,5
brasilia,lago-sul,2.942.500,350,Casa,4,4,4
brasilia,lago-sul,9.950.000,887,Casa,4,2,4
brasilia,lago-sul,4.490.000,495,Casa,6,16,5
brasilia,lago-sul,2.990.000,473,Casa,4,,3
brasilia,lago-sul,5.500.000,2000,Casa,6,12,6
brasilia,lago-sul,2.190.000,234,Casa,4,2,2
brasilia,lago-sul,2.600.000,300,Casa,4,4,4
brasilia,lago-sul,4.100.000,700,Casa,6,4,5
brasilia,lago-sul,9.400.000,1100,Casa,4,4,4
brasilia,lago-sul,2.260.000,2335,Lote/Terreno,,,
brasilia,lago-sul,12.000.000,1218,Casa,8,4,8
brasilia,lago-sul,15.000.000,1700,Casa,5,8,5
brasilia,lago-sul,4.900.000,833,Casa,4,4,4
brasilia,lago-sul,2.100.000,1770,Lote/Terreno,,78,
brasilia,lago-sul,3.800.000,1200,Casa,5,4,3
brasilia,lago-sul,7.900.000,798,Casa,5,,5
brasilia,lago-sul,3.500.000,657,Casa,5,4,3
brasilia,lago-sul,3.600.000,600,Casa,5,4,5
brasilia,lago-sul,15.000.000,1700,Casa,5,8,5
brasilia,lago-sul,6.000.000,900,Casa,5,4,5
brasilia,lago-sul,2.900.000,550,Casa,6,2,4
brasilia,lago-sul,4.500.000,1000,Casa,4,4,4
brasilia,lago-sul,4.275.000,500,Casa,5,6,5
brasilia,lago-sul,5.000.000,2500,Apartamento,6,8,6
brasilia,lago-sul,2.290.000,513,Casa,4,4,2
brasilia,lago-sul,5.200.000,780,Casa,5,9,
brasilia,lago-sul,3.300.000,500,Casa,4,6,3
brasilia,lago-sul,5.100.000,638,Casa,5,4,5
brasilia,lago-sul,4.500.000,400,Casa,4,6,4
brasilia,lago-sul,2.990.000,560,Casa,5,,1
brasilia,lago-sul,2.962.500,350,Casa,4,4,4
brasilia,lago-sul,4.600.000,600,Casa,5,6,5
brasilia,lago-sul,2.300.000,740,Casa,4,4,4
brasilia,lago-sul,3.970.000,965,Casa,6,20,3
brasilia,lago-sul,3.320.000,600,Casa,4,4,4
brasilia,lago-sul,2.300.000,420,Casa,4,5,4
brasilia,lago-sul,9.800.000,1172,Casa,5,3,5
brasilia,lago-sul,3.300.000,2355,Lote/Terreno,,,
brasilia,lago-sul,1,1539,Casa,4,,4
brasilia,lago-sul,2.949.000,528,Casa,4,4,4
brasilia,lago-sul,5.500.000,1000,Casa,4,2,2
brasilia,lago-sul,3.200.000,450,Casa,4,2,3
brasilia,lago-sul,3.000.000,360,Casa,3,4,2
brasilia,lago-sul,11.000.000,1200,Casa,5,4,5
brasilia,lago-sul,2.900.000,560,Casa,5,4,3
brasilia,lago-sul,1.850.000,1954,Lote/Terreno,,,
brasilia,lago-sul,3.400.000,520,Casa,5,4,5
brasilia,lago-sul,11.000.000,1200,Casa,5,4,5
brasilia,lago-sul,3.787.500,450,Casa,4,6,4
brasilia,lago-sul,2.000.000,2500,Lote/Terreno,,,
brasilia,lago-sul,549.000,51,Loja,,,
brasilia,lago-sul,10.000.000,975,Casa,5,3,5
brasilia,lago-sul,3.200.000,1365,Lote/Terreno,,,
brasilia,lago-sul,9.800.000,10800,Lote/Terreno,,,
brasilia,lago-sul,1.480.000,400,Casa,4,4,1
brasilia,lago-sul,4.500.000,750,Casa,5,4,4
brasilia,lago-sul,3.380.000,1320,Lote/Terreno,,,
brasilia,lago-sul,5.480.000,500,Casa,4,6,4
brasilia,lago-sul,2.260.000,2307,Lote/Terreno,,,
brasilia,lago-sul,1.890.000,1850,Lote/Terreno,,,
brasilia,lago-sul,1.850.000,1954,Lote/Terreno,,,
brasilia,lago-sul,5.200.000,750,Casa,5,2,5
brasilia,lago-sul,17.000.000,1600,Casa,5,,5
brasilia,lago-sul,7.500.000,1087,Lote/Terreno,,,
brasilia,lago-sul,4.600.000,817,Casa,6,5,6
brasilia,lago-sul,2.900.000,600,Casa,4,2,3
brasilia,lago-sul,4.100.000,700,Casa,5,14,3
brasilia,lago-sul,2.700.000,571,Casa,4,4,4
brasilia,lago-sul,2.900.000,586,Casa,4,4,2
brasilia,lago-sul,7.000.000,900,Casa,5,4,5
brasilia,lago-sul,4.300.000,450,Casa,4,,4
brasilia,lago-sul,2.600.000,1312,Lote/Terreno,,,
brasilia,lago-sul,1.530.000,400,Casa,4,2,1
brasilia,lago-sul,10.000.000,1300,Casa,5,6,
brasilia,lago-sul,2.900.000,4300,Lote/Terreno,,,
brasilia,lago-sul,5.200.000,550,Casa,4,,4
brasilia,lago-sul,3.200.000,350,Casa,4,3,2
brasilia,lago-sul,2.600.000,1312,Lote/Terreno,,,
brasilia,lago-sul,2.100.000,1770,Lote/Terreno,,78,
brasilia,lago-sul,2.490.000,416,Casa,4,4,4
brasilia,lago-sul,2.260.000,2307,Lote/Terreno,,,
brasilia,lago-sul,23.500.000,1250,Casa,5,4,5
brasilia,lago-sul,6.199.000,1213,Casa,6,8,5
brasilia,lago-sul,4.500.000,400,Casa,8,4,6
brasilia,lago-sul,7.500.000,920,Casa,4,4,4
brasilia,lago-sul,17.000.000,1600,Casa,5,4,5
brasilia,lago-sul,5.000.000,500,Casa,4,,4
brasilia,lago-sul,3.200.000,1320,Lote/Terreno,,,
brasilia,lago-sul,2.900.000,417,Casa,4,4,3
brasilia,lago-sul,5.300.000,800,Casa,5,6,5
brasilia,lago-sul,4.500.000,90867,Casa,6,7,5
brasilia,lago-sul,5.400.000,615,Casa,4,4,4
brasilia,lago-sul,3.600.000,700,Casa,6,14,6
brasilia,lago-sul,1.100.000,340,Casa,4,3,3
brasilia,lago-sul,4.100.000,536,Casa,5,4,5
brasilia,lago-sul,6.000.000,3600,Lote/Terreno,,,
brasilia,lago-sul,7.500.000,1087,Lote/Terreno,,,
brasilia,lago-sul,3.850.000,700,Casa,6,4,3
brasilia,lago-sul,2.480.000,526,Casa,7,,4
brasilia,lago-sul,6.000.000,6000,Lote/Terreno,,,
brasilia,lago-sul,6.900.000,780,Casa,5,3,5
brasilia,lago-sul,2.100.000,2000,Lote/Terreno,,,
brasilia,lago-sul,3.500.000,400,Casa,4,8,2
brasilia,lago-sul,5.600.000,750,Casa,4,5,4
brasilia,lago-sul,13.000.000,1500,Casa,6,19,6
brasilia,lago-sul,5.000.000,970,Casa,6,6,5
brasilia,lago-sul,3.900.000,595,Casa,5,2,5
brasilia,lago-sul,1.990.000,420,Casa,4,4,2
brasilia,lago-sul,9.500.000,,,4,10,4
brasilia,lago-sul,5.200.000,950,Casa,6,10,6
brasilia,lago-sul,2.200.000,450,Casa,5,4,3
brasilia,lago-sul,3.700.000,686,Casa,4,2,4
brasilia,lago-sul,2.290.000,513,Casa,4,4,2
brasilia,lago-sul,8.000.000,,,,,
brasilia,lago-sul,3.995.000,670,Casa,5,,3
brasilia,lago-sul,3.200.000,450,Casa,4,,4
brasilia,lago-sul,3.350.000,2500,Lote/Terreno,,,
brasilia,lago-sul,3.790.000,480,Casa,3,2,3
brasilia,lago-sul,3.380.000,600,Casa,4,4,4
brasilia,lago-sul,3.200.000,583,Casa,4,24,4
brasilia,lago-sul,4.500.000,950,Casa,5,6,5
brasilia,lago-sul,3.100.000,534,Casa,5,4,5
brasilia,lago-sul,5.000.000,730,Casa,6,13,5
brasilia,lago-sul,14.000.000,1000,Casa,5,6,5
brasilia,lago-sul,6.800.000,930,Casa,6,8,6
brasilia,lago-sul,15.000.000,1600,Casa,5,8,5
brasilia,lago-sul,13.000.000,1100,Casa,5,4,5
brasilia,lago-sul,5.300.000,580,Casa,4,4,4
brasilia,lago-sul,4.500.000,1300,Casa,5,5,5
brasilia,lago-sul,2.600.000,3500,Lote/Terreno,,,
brasilia,lago-sul,1.395.000,2400,Lote/Terreno,,,
brasilia,lago-sul,2.500.000,420,Casa,4,5,2
brasilia,lago-sul,3.200.000,583,Casa,4,24,4
brasilia,lago-sul,1.790.000,320,Casa,3,6,3
brasilia,lago-sul,2.900.000,431,Casa,4,,1
brasilia,lago-sul,5.200.000,650,Casa,5,4,5
brasilia,lago-sul,2.500.000,500,Casa,4,,2
brasilia,lago-sul,9.400.000,1100,Casa,4,10,4
brasilia,lago-sul,2.260.000,2335,Lote/Terreno,,,
brasilia,lago-sul,3.900.000,750,Casa,5,4,5
brasilia,lago-sul,2.500.000,480,Casa,4,3,2
brasilia,lago-sul,3.200.000,477,Casa,7,,5
brasilia,lago-sul,4.680.000,680,Casa,5,,5
brasilia,park-way,3.600.000,808,Casa,4,3,3
brasilia,park-way,3.200.000,500,Casa,4,4,4
brasilia,park-way,3.450.000,1100,Casa,5,6,5
brasilia,park-way,3.695.000,7500,Lote/Terreno,,,
brasilia,park-way,6.990.000,1520,Casa,7,8,7
brasilia,park-way,6.400.000,30000,Lote/Terreno,,,
brasilia,park-way,2.700.000,1000,Lote/Terreno,,,
brasilia,park-way,4.370.000,650,Casa,4,9,4
brasilia,park-way,3.300.000,860,Casa,6,6,5
brasilia,park-way,4.000.000,400,Casa,5,2,5
brasilia,park-way,2.100.000,373,Casa,4,4,2
brasilia,park-way,1.700.000,2500,Lote/Terreno,,,
brasilia,park-way,2.699.000,533,Casa,6,5,5
brasilia,park-way,2.930.000,600,Casa,4,,4
brasilia,park-way,1.799.000,350,Casa,4,10,4
brasilia,park-way,2.480.000,478,Casa,4,5,2
brasilia,park-way,3.750.000,20000,Lote/Terreno,,,
brasilia,park-way,2.200.000,610,Casa,4,4,3
brasilia,park-way,2.900.000,370,Casa,4,6,4
brasilia,park-way,2.420.000,600,Casa,4,4,4
brasilia,park-way,1.780.000,435,Casa,5,5,3
brasilia,park-way,3.125.000,300,Casa,4,2,4
brasilia,park-way,1.690.000,406,Casa,3,3,3
brasilia,park-way,1.875.000,300,Casa,4,2,4
brasilia,park-way,1.100.000,2500,Lote/Terreno,,,
brasilia,park-way,2.690.000,800,Casa,4,6,4
brasilia,park-way,1.490.000,2250,Lote/Terreno,,,
brasilia,park-way,2.999.000,1000,Casa,6,4,4
brasilia,park-way,2.500.000,1000,Casa,7,10,4
brasilia,park-way,1.200.000,2000,Lote/Terreno,,,
brasilia,park-way,999.000,268,Casa,4,6,2
brasilia,park-way,1.150.000,2500,Lote/Terreno,,,
brasilia,park-way,2.650.000,400,Casa,4,2,4
brasilia,park-way,1.700.000,250,Casa,4,5,4
brasilia,park-way,1.850.000,470,Casa,4,4,4
brasilia,park-way,3.600.000,400,Casa,4,3,4
brasilia,park-way,8.000.000,100000,Lote/Terreno,,,
brasilia,park-way,750.000,250,Casa,3,4,1
brasilia,park-way,4.100.000,650,Casa,4,,2
brasilia,park-way,1.690.000,293,Casa,3,4,1
brasilia,park-way,1.200.000,1910,Lote/Terreno,,,
brasilia,park-way,2.100.000,580,Casa,6,5,4
brasilia,park-way,1.200.000,2500,Lote/Terreno,,,
brasilia,park-way,3.500.000,666,Casa,5,4,4
brasilia,park-way,990.000,2012,Lote/Terreno,,,
brasilia,park-way,1.750.000,650,Casa,5,6,3
brasilia,park-way,2.300.000,400,Casa,4,6,3
brasilia,park-way,2.450.000,480,Casa,5,6,4
brasilia,park-way,1.900.000,540,Casa,5,6,4
brasilia,park-way,2.800.000,600,Casa,5,3,4
brasilia,park-way,3.500.000,500,Casa,5,4,5
brasilia,park-way,2.400.000,400,Casa,4,4,4
brasilia,park-way,3.980.000,850,Casa,4,,4
brasilia,park-way,6.500.000,1000,Casa,4,,4
brasilia,park-way,1.400.000,300,Casa,3,1,2
brasilia,park-way,3.000.000,611,Casa,4,4,4
brasilia,park-way,2.500.000,550,Casa,4,4,4
brasilia,park-way,2.050.000,2500,Casa,5,5,4
brasilia,park-way,3.500.000,590,Casa,5,6,5
brasilia,park-way,880.000,2500,Lote/Terreno,,,
brasilia,park-way,1.780.000,950,Casa,9,6,5
brasilia,park-way,1.300.000,2500,Lote/Terreno,,,
brasilia,park-way,1.600.000,2500,Lote/Terreno,,,
brasilia,park-way,3.500.000,583,Casa,4,4,4
brasilia,park-way,1.500.000,600,Casa,5,,2
brasilia,park-way,1.690.000,380,Casa,4,2,3
brasilia,park-way,3.350.000,1800,Casa,4,4,4
brasilia,park-way,2.800.000,600,Casa,5,6,5
brasilia,park-way,1.600.000,2500,Lote/Terreno,,,
brasilia,park-way,4.100.000,670,Casa,4,5,4
brasilia,park-way,900.000,180,Casa,2,2,1
brasilia,park-way,2.480.000,478,Casa,4,4,2
brasilia,park-way,1.700.000,458,Casa,4,6,2
brasilia,park-way,1.890.000,403,Casa,4,6,4
brasilia,park-way,6.500.000,860,Casa,5,4,5
brasilia,park-way,1.600.000,2500,Lote/Terreno,,,
brasilia,park-way,3.299.000,600,Casa,3,4,3
brasilia,park-way,1.700.000,450,Casa,5,4,3
brasilia,park-way,4.750.000,2500,Casa,4,12,2
brasilia,park-way,2.450.000,436,Casa,3,,3
brasilia,park-way,1.900.000,600,Casa,4,4,2
brasilia,park-way,2.970.000,924,Casa,6,10,4
brasilia,park-way,2.200.000,2500,Casa,4,10,3
brasilia,park-way,2.650.000,800,Casa,4,5,4
brasilia,park-way,3.380.000,665,Casa,4,6,4
brasilia,park-way,1.280.000,600,Casa,7,3,4
brasilia,park-way,2.590.000,650,Casa,4,4,4
brasilia,park-way,1.890.000,403,Casa,4,4,2
brasilia,park-way,1.750.000,500,Casa,4,6,4
brasilia,park-way,1.300.000,394,Casa,4,2,4
brasilia,park-way,4.700.000,840,Casa,5,6,5
brasilia,park-way,1.900.000,531,Casa,4,4,2
brasilia,park-way,1.700.000,360,Casa,3,2,3
brasilia,park-way,3.850.000,970,Casa,4,2,4
brasilia,park-way,1.599.000,2500,Lote/Terreno,,,
brasilia,park-way,1.890.000,570,Casa,4,3,4
brasilia,park-way,2.200.000,740,Casa,5,6,5
brasilia,park-way,1.990.000,2100,Casa,7,4,4
brasilia,park-way,5.000.000,2100,Casa,8,6,5
brasilia,park-way,3.500.000,562,Casa,4,4,4
brasilia,park-way,2.062.500,350,Casa,4,2,4
brasilia,park-way,2.900.000,400,Casa,5,3,3
brasilia,park-way,3.500.000,2500,Casa,5,6,4
brasilia,park-way,1.200.000,,,,,
brasilia,park-way,3.400.000,560,Casa,4,,2
brasilia,park-way,1.890.000,580,Casa,4,4,4
brasilia,park-way,2.100.000,450,Casa,4,,1
brasilia,park-way,3.100.000,667,Casa,5,4,5
brasilia,park-way,2.400.000,450,Casa,4,4,4
brasilia,park-way,3.450.000,1100,Casa,5,6,5
brasilia,park-way,5.500.000,1200,Casa,5,4,5
brasilia,park-way,1.750.000,500,Casa,4,6,4
brasilia,park-way,1.700.000,580,Casa,6,,
brasilia,park-way,2.700.000,800,Casa,4,4,4
brasilia,park-way,11.000.000,1000,Casa,5,7,
brasilia,park-way,1.200.000,2125,Lote/Terreno,,,
brasilia,park-way,4.075.000,500,Casa,5,4,5
brasilia,park-way,3.800.000,1400,Casa,4,33,4
brasilia,park-way,2.200.000,760,Casa,7,4,4
brasilia,park-way,1.700.000,478,Casa,4,3,2
brasilia,park-way,1.600.000,2500,Lote/Terreno,,,
brasilia,park-way,1.880.000,800,Casa,5,4,5
brasilia,park-way,2.200.000,427,Casa,4,,2
brasilia,park-way,1.990.000,458,Casa,4,,4
brasilia,park-way,4.900.000,850,Casa,4,4,4
brasilia,park-way,2.100.000,500,Casa,4,3,2
brasilia,park-way,3.989.000,790,Casa,4,3,3
brasilia,park-way,3.500.000,583,Casa,4,4,4
brasilia,park-way,4.575.000,400,Casa,4,2,4
brasilia,park-way,3.200.000,420,Casa,4,,3
brasilia,park-way,1.200.000,2000,Lote/Terreno,,,
brasilia,park-way,3.350.000,800,Casa,4,4,4
brasilia,park-way,1.600.000,280,Casa,4,4,4
brasilia,park-way,3.300.000,600,Casa,3,4,1
brasilia,park-way,2.800.000,800,Casa,5,6,3
brasilia,park-way,2.400.000,350,Casa,4,4,3
brasilia,park-way,3.500.000,1250,Casa,5,5,5
brasilia,park-way,1.790.000,650,Casa,4,5,4
brasilia,park-way,1.600.000,2150,Lote/Terreno,,,
brasilia,park-way,2.900.000,470,Casa,4,4,
brasilia,park-way,1.562.500,250,Casa,4,4,4
brasilia,park-way,1.350.000,2500,Lote/Terreno,,,
brasilia,park-way,2.650.000,340,Casa,4,,2
brasilia,park-way,2.190.000,420,Casa,3,3,2
brasilia,park-way,1.490.000,550,Casa,5,6,5
brasilia,park-way,2.200.000,445,Casa,3,4,2
brasilia,park-way,2.930.000,680,Casa,5,6,3
brasilia,park-way,1.700.000,360,Casa,3,2,3
brasilia,park-way,1.590.000,802,Casa,5,8,5
brasilia,park-way,2.900.000,370,Casa,5,,5
brasilia,park-way,2.800.000,606,Casa,4,3,2
brasilia,park-way,3.500.000,800,Casa,6,4,6
brasilia,park-way,3.900.000,20000,Lote/Terreno,,,
brasilia,park-way,1.100.000,2500,Lote/Terreno,,,
brasilia,park-way,1.800.000,2500,Casa,5,3,2
brasilia,park-way,1.700.000,300,Casa,5,4,1
brasilia,park-way,3.350.000,812,Casa,4,4,4
brasilia,park-way,3.299.000,600,Casa,3,4,1
brasilia,park-way,2.480.000,520,Casa,5,4,5
brasilia,park-way,3.000.000,2500,Casa,4,5,3
brasilia,park-way,2.300.000,400,Casa,5,4,1
brasilia,park-way,910.000,2125,Lote/Terreno,,,
brasilia,park-way,1.790.000,430,Casa,4,3,2
brasilia,park-way,1.050.000,850,Casa,3,5,1
brasilia,park-way,1.150.000,2500,Lote/Terreno,,,
brasilia,park-way,2.200.000,610,Casa,4,4,4
brasilia,park-way,3.000.000,760,Casa,5,4,5
brasilia,park-way,4.750.000,850,Casa,6,10,3
brasilia,park-way,2.599.000,814,Casa,5,3,5
brasilia,park-way,2.200.000,480,Casa,5,5,2
brasilia,park-way,3.350.000,800,Casa,4,4,4
brasilia,park-way,2.990.000,750,Casa,4,9,4
brasilia,park-way,2.900.000,715,Casa,5,8,4
brasilia,park-way,700.000,2125,Lote/Terreno,,,
brasilia,park-way,949.999,550,Casa,5,2,1
brasilia,park-way,2.600.000,800,Casa,4,4,4
brasilia,park-way,1.850.000,400,Casa,4,4,4
brasilia,park-way,2.800.000,880,Casa,4,2,4
brasilia,park-way,1.900.000,650,Casa,5,4,4
brasilia,park-way,2.500.000,600,Casa,5,4,3
brasilia,park-way,1.410.000,405,Casa,4,4,3
brasilia,park-way,1.200.000,280,Casa,5,4,3
brasilia,park-way,1.600.000,400,Casa,3,4,1
brasilia,park-way,3.950.000,700,Casa,6,2,6
brasilia,park-way,2.990.000,850,Casa,7,6,5
brasilia,park-way,6.600.000,800,Casa,5,12,5
brasilia,park-way,6.600.000,10750,Casa,7,8,7
brasilia,park-way,3.500.000,680,Casa,5,6,4
brasilia,park-way,2.600.000,594,Casa,4,8,4
brasilia,park-way,1.800.000,450,Casa,5,10,4
brasilia,park-way,1.280.000,2100,Lote/Terreno,,,
brasilia,park-way,1.849.000,452,Casa,6,4,2
brasilia,park-way,1.700.000,2500,Lote/Terreno,,,
brasilia,park-way,2.350.000,540,Casa,5,4,2
brasilia,park-way,2.780.000,866,Casa,6,6,3
brasilia,park-way,2.900.000,1300,Casa,7,6,7
brasilia,park-way,2.200.000,555,Casa,4,5,2
brasilia,park-way,1.500.000,2500,Lote/Terreno,,,
brasilia,park-way,2.200.000,700,Casa,4,3,4
brasilia,park-way,2.850.000,480,Casa,4,4,4
brasilia,park-way,2.930.000,600,Casa,4,13,4
brasilia,park-way,3.300.000,565,Casa,6,10,3
brasilia,park-way,2.800.000,20000,Lote/Terreno,,,
brasilia,park-way,1.890.000,420,Casa,4,3,3
brasilia,park-way,2.275.000,800,Casa,5,6,5
brasilia,park-way,5.500.000,1700,Casa,6,4,4
brasilia,park-way,3.500.000,583,Casa,4,,4
brasilia,park-way,2.200.000,196,Casa,3,,1
brasilia,park-way,1.999.000,545,Casa,4,9,4
brasilia,park-way,5.000.000,10000,Lote/Terreno,,,
brasilia,park-way,750.000,2100,Lote/Terreno,,,
brasilia,park-way,950.000,550,Casa,5,4,1
brasilia,park-way,1.100.000,2677,Lote/Terreno,,,
brasilia,park-way,1.700.000,3333,Casa,7,10,5
brasilia,park-way,4.000.000,545,Casa,3,6,3
brasilia,park-way,1.130.000,2500,Lote/Terreno,,,
brasilia,park-way,1.500.000,310,Casa,4,2,1
brasilia,park-way,2.480.000,575,Casa,3,4,3
brasilia,park-way,3.440.000,,,4,7,4
brasilia,park-way,150.000,400,Lote/Terreno,,,
brasilia,park-way,3.000.000,,,,,
brasilia,park-way,2.800.000,1000,Casa,11,6,9
brasilia,park-way,3.500.000,666,Casa,4,4,4
brasilia,park-way,3.500.000,670,Casa,4,4,4
brasilia,park-way,1.500.000,450,Casa,6,2,4
brasilia,park-way,2.250.000,550,Casa,4,6,4
brasilia,park-way,1.890.000,529,Casa,4,4,4
brasilia,park-way,1.500.000,200,Casa,3,1,2
brasilia,park-way,2.599.000,814,Casa,,2,6
brasilia,park-way,1.800.000,320,Casa,3,2,3
brasilia,park-way,2.900.000,1200,Casa,8,7,3
brasilia,park-way,1.850.000,690,Casa,5,4,4
brasilia,park-way,10.000.000,20000,Lote/Terreno,,,
brasilia,park-way,1.890.000,403,Casa,4,4,4
brasilia,park-way,695.000,155,Casa,5,10,
brasilia,park-way,1.600.000,2500,Lote/Terreno,,,
brasilia,park-way,1.250,2500,Lote/Terreno,,,
brasilia,park-way,3.300.000,800,Casa,5,,5
brasilia,park-way,5.500.000,,,5,5,
brasilia,park-way,2.150.000,450,Casa,4,,4
brasilia,park-way,2.450.000,550,Casa,4,,4
brasilia,park-way,950.000,20000,Lote/Terreno,,,
brasilia,park-way,2.280.000,587,Casa,4,4,2
brasilia,park-way,1.599.000,2500,Lote/Terreno,,,
brasilia,park-way,3.300.000,695,Casa,5,6,5
brasilia,park-way,895.000,2000,Lote/Terreno,,,
brasilia,park-way,3.290.000,750,Casa,4,3,2
brasilia,park-way,700.000,260,Casa,3,2,2
brasilia,park-way,1.590.000,330,Casa,3,2,3
brasilia,park-way,7.000.000,1000,Casa,5,,5
brasilia,park-way,3.000.000,620,Casa,5,4,3
brasilia,park-way,3.350.000,800,Casa,4,4,4
brasilia,park-way,1.880.000,650,Casa,6,,6
brasilia,park-way,1.550.000,2500,Lote/Terreno,,,
brasilia,park-way,1.265.000,2125,Lote/Terreno,,,
brasilia,park-way,1.780.000,680,Casa,5,6,5
brasilia,park-way,1.900.000,535,Casa,5,4,5
brasilia,park-way,1.600.000,2000,Lote/Terreno,,,
brasilia,park-way,880.000,205,Casa,3,4,2
brasilia,park-way,5.000.000,650,Casa,4,4,3
brasilia,park-way,910.000,2125,Lote/Terreno,,,
brasilia,park-way,2.400.000,500,Casa,4,,4
brasilia,park-way,950.000,,,3,,
brasilia,park-way,2.600.000,350,Casa,4,4,3
brasilia,park-way,1.800.000,600,Casa,6,5,2
brasilia,park-way,950.000,500,Apartamento,5,8,2
brasilia,park-way,1.199.000,400,Casa,6,2,4
brasilia,park-way,2.450.000,2000,Casa,5,2,4
brasilia,park-way,1.000.000,1100,Casa,2,2,2
brasilia,park-way,2.900.000,800,Casa,4,4,4
brasilia,park-way,1.350.000,2500,Lote/Terreno,,,
brasilia,park-way,3.500.000,800,Casa,5,,5
brasilia,park-way,950.000,550,Casa,5,2,1
brasilia,park-way,3.250.000,500,Casa,4,,4
brasilia,park-way,3.500.000,463,Casa,4,4,4
brasilia,park-way,2.200.000,733,Casa,5,8,4
brasilia,park-way,2.100.000,470,Casa,3,6,2
brasilia,park-way,2.100.000,500,Casa,5,6,3
brasilia,park-way,5.000.000,750,Casa,8,6,5
brasilia,park-way,1.700.000,2000,Lote/Terreno,,,
brasilia,park-way,2.300.000,500,Casa,4,,4
brasilia,park-way,2.699.000,580,Casa,5,5,5
brasilia,park-way,2.450.000,410,Casa,4,3,4
brasilia,park-way,3.350.000,800,Casa,4,4,4
brasilia,park-way,780.000,2100,Lote/Terreno,,,
brasilia,park-way,1.590.000,2500,Lote/Terreno,,,
brasilia,park-way,1.200.000,2100,Lote/Terreno,,,
brasilia,park-way,1.650.000,2500,Lote/Terreno,,,
brasilia,park-way,820.000,250,Casa,6,,3
